,num_1950,num_rest,num_total,ratio_1950
227520,26,82,108,0.24074074074074073
140662,7,22,29,0.2413793103448276
217121,8,25,33,0.24242424242424243
127233,11,34,45,0.24444444444444444
72530,3,9,12,0.25
136561,3,9,12,0.25
218615,3,9,12,0.25
59189,4,12,16,0.25
64449,2,6,8,0.25
185296,2,6,8,0.25
127621,2,6,8,0.25
246528,2,6,8,0.25
22521,5,15,20,0.25
58911,2,6,8,0.25
42466,2,6,8,0.25
222688,2,6,8,0.25
31740,2,6,8,0.25
81015,2,6,8,0.25
90653,3,9,12,0.25
128434,3,9,12,0.25
144194,2,6,8,0.25
12123,2,6,8,0.25
31681,2,6,8,0.25
46541,2,6,8,0.25
8936,4,12,16,0.25
277965,3,9,12,0.25
52521,5,15,20,0.25
201923,2,6,8,0.25
26598,2,6,8,0.25
195374,2,6,8,0.25
247829,2,6,8,0.25
206944,9,27,36,0.25
74493,2,6,8,0.25
95907,2,6,8,0.25
273440,2,6,8,0.25
167349,4,12,16,0.25
222152,2,6,8,0.25
1211,2,6,8,0.25
62688,2,6,8,0.25
63389,2,6,8,0.25
229922,2,6,8,0.25
278554,2,6,8,0.25
219593,2,6,8,0.25
44296,2,6,8,0.25
96679,2,6,8,0.25
17906,2,6,8,0.25
45391,2,6,8,0.25
176256,2,6,8,0.25
248221,3,9,12,0.25
79556,2,6,8,0.25
47512,2,6,8,0.25
93364,4,12,16,0.25
239554,2,6,8,0.25
202963,2,6,8,0.25
50859,2,6,8,0.25
168954,9,27,36,0.25
123203,2,6,8,0.25
17894,2,6,8,0.25
52293,2,6,8,0.25
208415,3,9,12,0.25
180591,3,9,12,0.25
7620,2,6,8,0.25
8870,2,6,8,0.25
244995,2,6,8,0.25
214879,3,9,12,0.25
134684,2,6,8,0.25
201036,3,9,12,0.25
189474,3,9,12,0.25
235842,2,6,8,0.25
87108,2,6,8,0.25
236017,2,6,8,0.25
274393,5,15,20,0.25
199178,2,6,8,0.25
227591,2,6,8,0.25
112881,4,12,16,0.25
274380,2,6,8,0.25
30887,2,6,8,0.25
173728,2,6,8,0.25
109135,2,6,8,0.25
38933,3,9,12,0.25
236480,2,6,8,0.25
198726,3,9,12,0.25
148030,2,6,8,0.25
8362,4,12,16,0.25
211041,2,6,8,0.25
146778,2,6,8,0.25
173111,4,12,16,0.25
182393,2,6,8,0.25
3578,2,6,8,0.25
30712,3,9,12,0.25
53663,2,6,8,0.25
20034,2,6,8,0.25
36673,2,6,8,0.25
277937,2,6,8,0.25
277928,2,6,8,0.25
174428,3,9,12,0.25
216100,2,6,8,0.25
28448,2,6,8,0.25
277945,3,9,12,0.25
196191,3,9,12,0.25
67910,2,6,8,0.25
224944,2,6,8,0.25
115700,2,6,8,0.25
200568,2,6,8,0.25
53605,2,6,8,0.25
66055,2,6,8,0.25
37567,2,6,8,0.25
205473,8,23,31,0.25806451612903225
204813,7,20,27,0.25925925925925924
114868,14,40,54,0.25925925925925924
43910,20,57,77,0.2597402597402597
30273,6,17,23,0.2608695652173913
53278,6,17,23,0.2608695652173913
267510,6,17,23,0.2608695652173913
81492,11,31,42,0.2619047619047619
165308,22,62,84,0.2619047619047619
113030,5,14,19,0.2631578947368421
257198,5,14,19,0.2631578947368421
155580,5,14,19,0.2631578947368421
152645,5,14,19,0.2631578947368421
273113,30,84,114,0.2631578947368421
92861,5,14,19,0.2631578947368421
182334,5,14,19,0.2631578947368421
164584,5,14,19,0.2631578947368421
56554,19,53,72,0.2638888888888889
47856,4,11,15,0.26666666666666666
152409,4,11,15,0.26666666666666666
3917,4,11,15,0.26666666666666666
96970,4,11,15,0.26666666666666666
252827,4,11,15,0.26666666666666666
74453,4,11,15,0.26666666666666666
236959,4,11,15,0.26666666666666666
33319,4,11,15,0.26666666666666666
3145,4,11,15,0.26666666666666666
209238,4,11,15,0.26666666666666666
218241,4,11,15,0.26666666666666666
28016,4,11,15,0.26666666666666666
121817,4,11,15,0.26666666666666666
36554,4,11,15,0.26666666666666666
130705,8,22,30,0.26666666666666666
91203,4,11,15,0.26666666666666666
234359,18,49,67,0.26865671641791045
237748,7,19,26,0.2692307692307692
248615,3,8,11,0.2727272727272727
161974,3,8,11,0.2727272727272727
242037,3,8,11,0.2727272727272727
56661,3,8,11,0.2727272727272727
77491,3,8,11,0.2727272727272727
129503,3,8,11,0.2727272727272727
199209,3,8,11,0.2727272727272727
14768,3,8,11,0.2727272727272727
155141,3,8,11,0.2727272727272727
245311,3,8,11,0.2727272727272727
244814,3,8,11,0.2727272727272727
87351,3,8,11,0.2727272727272727
182969,6,16,22,0.2727272727272727
15670,3,8,11,0.2727272727272727
92132,3,8,11,0.2727272727272727
59180,3,8,11,0.2727272727272727
53664,3,8,11,0.2727272727272727
1025,3,8,11,0.2727272727272727
95301,3,8,11,0.2727272727272727
237264,3,8,11,0.2727272727272727
216466,9,24,33,0.2727272727272727
176667,3,8,11,0.2727272727272727
276680,12,32,44,0.2727272727272727
192462,3,8,11,0.2727272727272727
149084,3,8,11,0.2727272727272727
70065,6,16,22,0.2727272727272727
41364,3,8,11,0.2727272727272727
10118,3,8,11,0.2727272727272727
61704,3,8,11,0.2727272727272727
208960,3,8,11,0.2727272727272727
171970,6,16,22,0.2727272727272727
238864,11,29,40,0.275
88283,11,29,40,0.275
77181,5,13,18,0.2777777777777778
29526,15,39,54,0.2777777777777778
196775,5,13,18,0.2777777777777778
225078,5,13,18,0.2777777777777778
154070,5,13,18,0.2777777777777778
95250,5,13,18,0.2777777777777778
56391,5,13,18,0.2777777777777778
44728,5,13,18,0.2777777777777778
108799,12,31,43,0.27906976744186046
97754,14,36,50,0.28
270801,7,18,25,0.28
229551,11,28,39,0.28205128205128205
150979,19,48,67,0.2835820895522388
201697,4,10,14,0.2857142857142857
72190,2,5,7,0.2857142857142857
224342,2,5,7,0.2857142857142857
54968,2,5,7,0.2857142857142857
134029,2,5,7,0.2857142857142857
2010,2,5,7,0.2857142857142857
160154,2,5,7,0.2857142857142857
22936,2,5,7,0.2857142857142857
42730,2,5,7,0.2857142857142857
251019,2,5,7,0.2857142857142857
136313,2,5,7,0.2857142857142857
34215,2,5,7,0.2857142857142857
21207,2,5,7,0.2857142857142857
21202,2,5,7,0.2857142857142857
213638,2,5,7,0.2857142857142857
113364,2,5,7,0.2857142857142857
102129,2,5,7,0.2857142857142857
207385,2,5,7,0.2857142857142857
35707,2,5,7,0.2857142857142857
183963,4,10,14,0.2857142857142857
142715,6,15,21,0.2857142857142857
244517,2,5,7,0.2857142857142857
275020,4,10,14,0.2857142857142857
117318,2,5,7,0.2857142857142857
58458,2,5,7,0.2857142857142857
82841,2,5,7,0.2857142857142857
262541,4,10,14,0.2857142857142857
135367,2,5,7,0.2857142857142857
82608,2,5,7,0.2857142857142857
155807,2,5,7,0.2857142857142857
106331,4,10,14,0.2857142857142857
263413,2,5,7,0.2857142857142857
40052,2,5,7,0.2857142857142857
200585,2,5,7,0.2857142857142857
171818,6,15,21,0.2857142857142857
113624,2,5,7,0.2857142857142857
66100,2,5,7,0.2857142857142857
86555,2,5,7,0.2857142857142857
105937,8,20,28,0.2857142857142857
174596,10,25,35,0.2857142857142857
82699,2,5,7,0.2857142857142857
208645,2,5,7,0.2857142857142857
129505,2,5,7,0.2857142857142857
128693,2,5,7,0.2857142857142857
116549,2,5,7,0.2857142857142857
169600,2,5,7,0.2857142857142857
57105,4,10,14,0.2857142857142857
213625,2,5,7,0.2857142857142857
104550,2,5,7,0.2857142857142857
103656,2,5,7,0.2857142857142857
187761,2,5,7,0.2857142857142857
266842,2,5,7,0.2857142857142857
82808,2,5,7,0.2857142857142857
251560,2,5,7,0.2857142857142857
228579,4,10,14,0.2857142857142857
28289,2,5,7,0.2857142857142857
160434,2,5,7,0.2857142857142857
190448,2,5,7,0.2857142857142857
202173,2,5,7,0.2857142857142857
243142,2,5,7,0.2857142857142857
271375,2,5,7,0.2857142857142857
38464,4,10,14,0.2857142857142857
83252,2,5,7,0.2857142857142857
146421,2,5,7,0.2857142857142857
12863,2,5,7,0.2857142857142857
127049,4,10,14,0.2857142857142857
264637,2,5,7,0.2857142857142857
60569,2,5,7,0.2857142857142857
110361,6,15,21,0.2857142857142857
7958,4,10,14,0.2857142857142857
96053,2,5,7,0.2857142857142857
244,2,5,7,0.2857142857142857
133957,2,5,7,0.2857142857142857
204622,2,5,7,0.2857142857142857
74833,2,5,7,0.2857142857142857
198114,2,5,7,0.2857142857142857
99720,6,15,21,0.2857142857142857
29570,2,5,7,0.2857142857142857
198046,6,15,21,0.2857142857142857
258160,2,5,7,0.2857142857142857
260678,2,5,7,0.2857142857142857
388,2,5,7,0.2857142857142857
36157,2,5,7,0.2857142857142857
165576,2,5,7,0.2857142857142857
206249,6,15,21,0.2857142857142857
61888,2,5,7,0.2857142857142857
138954,2,5,7,0.2857142857142857
227422,2,5,7,0.2857142857142857
47117,2,5,7,0.2857142857142857
193612,2,5,7,0.2857142857142857
275638,2,5,7,0.2857142857142857
44837,2,5,7,0.2857142857142857
98988,2,5,7,0.2857142857142857
223253,2,5,7,0.2857142857142857
262151,2,5,7,0.2857142857142857
73651,8,20,28,0.2857142857142857
151262,2,5,7,0.2857142857142857
93085,2,5,7,0.2857142857142857
151263,2,5,7,0.2857142857142857
259066,2,5,7,0.2857142857142857
229768,6,15,21,0.2857142857142857
93732,2,5,7,0.2857142857142857
167678,4,10,14,0.2857142857142857
258109,2,5,7,0.2857142857142857
94242,2,5,7,0.2857142857142857
119725,10,25,35,0.2857142857142857
175536,2,5,7,0.2857142857142857
122321,2,5,7,0.2857142857142857
232959,6,15,21,0.2857142857142857
78564,2,5,7,0.2857142857142857
109084,2,5,7,0.2857142857142857
220867,2,5,7,0.2857142857142857
94818,2,5,7,0.2857142857142857
25216,2,5,7,0.2857142857142857
83239,2,5,7,0.2857142857142857
49300,2,5,7,0.2857142857142857
259035,6,15,21,0.2857142857142857
1155,2,5,7,0.2857142857142857
268691,2,5,7,0.2857142857142857
241527,2,5,7,0.2857142857142857
229409,9,22,31,0.2903225806451613
257028,7,17,24,0.2916666666666667
19664,7,17,24,0.2916666666666667
148804,5,12,17,0.29411764705882354
230708,5,12,17,0.29411764705882354
194676,10,24,34,0.29411764705882354
37874,5,12,17,0.29411764705882354
102705,5,12,17,0.29411764705882354
276165,8,19,27,0.2962962962962963
135673,11,26,37,0.2972972972972973
251422,14,33,47,0.2978723404255319
32773,17,40,57,0.2982456140350877
262974,3,7,10,0.3
148263,3,7,10,0.3
55487,3,7,10,0.3
132572,3,7,10,0.3
181687,15,35,50,0.3
40505,3,7,10,0.3
85701,3,7,10,0.3
121170,18,42,60,0.3
163326,3,7,10,0.3
51350,9,21,30,0.3
207563,3,7,10,0.3
30445,3,7,10,0.3
151139,6,14,20,0.3
148934,3,7,10,0.3
206393,3,7,10,0.3
118275,3,7,10,0.3
241791,3,7,10,0.3
137620,3,7,10,0.3
119858,3,7,10,0.3
241086,3,7,10,0.3
16601,3,7,10,0.3
124688,3,7,10,0.3
17667,6,14,20,0.3
1424,6,14,20,0.3
138189,3,7,10,0.3
278356,3,7,10,0.3
276017,3,7,10,0.3
40798,3,7,10,0.3
176902,3,7,10,0.3
121594,3,7,10,0.3
