,count,Random,MostPopular,UserItemAvg,UserKNN,UserKNNAvg,NMF,SVD
35933,0.0026737967914438,10,0,1,1,1,2,1
9808,0.0026737967914438,5,0,5,5,5,5,5
21190,0.0026737967914438,11,0,4,4,4,3,4
12228,0.0026737967914438,10,0,3,3,3,3,3
528,0.0026737967914438,8,0,3,3,3,3,3
14640,0.0026737967914438,8,0,1,1,1,1,1
2755,0.0026737967914438,12,0,5,5,5,5,5
0,0.0026737967914438,4,0,2,2,2,2,2
31074,0.0026737967914438,13,0,1,3,2,2,1
901,0.0026737967914438,8,0,2,2,2,2,2
1769,0.0026737967914438,10,0,1,1,1,2,1
17973,0.0026737967914438,5,0,2,2,1,1,1
8558,0.0026737967914438,8,0,2,2,2,2,2
17693,0.0026737967914438,2,0,4,4,4,3,4
22312,0.0026737967914438,6,0,3,3,3,3,3
9345,0.0026737967914438,7,0,2,2,2,2,2
27267,0.0026737967914438,8,0,3,3,3,4,3
20028,0.0026737967914438,7,0,6,6,6,6,6
3756,0.0026737967914438,3,0,1,1,1,1,1
2268,0.0026737967914438,7,0,4,4,4,3,4
11834,0.0026737967914438,6,0,3,1,3,3,2
10123,0.0026737967914438,8,0,2,2,2,2,2
38293,0.0026737967914438,7,0,1,1,1,1,1
1794,0.0026737967914438,8,0,2,2,2,2,2
26994,0.0026737967914438,7,0,3,3,3,2,3
8430,0.0026737967914438,4,0,4,2,2,1,4
12778,0.0026737967914438,7,0,1,1,1,1,1
15120,0.0026737967914438,9,0,6,6,6,6,6
24337,0.0026737967914438,14,0,4,4,4,4,4
21536,0.0026737967914438,11,0,3,3,3,3,3
21129,0.0025165146272412,13,0,4,4,4,4,4
27011,0.0025165146272412,4,0,3,3,3,3,3
10598,0.0025165146272412,8,0,2,2,2,2,2
1002,0.0025165146272412,6,0,3,2,2,3,4
10128,0.0025165146272412,7,0,2,2,2,2,2
38772,0.0025165146272412,6,0,5,5,6,6,5
13239,0.0025165146272412,8,0,2,2,2,2,2
22778,0.0025165146272412,5,0,2,2,2,2,2
10740,0.0025165146272412,8,0,1,1,1,1,1
9844,0.0025165146272412,6,0,0,0,0,0,0
11383,0.0025165146272412,4,0,4,4,4,4,4
27968,0.0025165146272412,6,0,3,3,3,3,3
22864,0.0025165146272412,4,0,3,3,3,3,2
8915,0.0025165146272412,8,0,5,5,5,5,5
9846,0.0025165146272412,11,0,3,3,2,2,2
6470,0.0025165146272412,4,0,3,3,3,3,3
3160,0.0025165146272412,9,0,0,0,0,0,0
786,0.0025165146272412,13,0,2,2,2,2,2
5503,0.0025165146272412,6,0,2,2,2,2,2
23443,0.0025165146272412,3,0,5,5,5,6,5
16,0.0025165146272412,5,0,3,3,3,3,3
29588,0.0025165146272412,4,0,1,1,1,1,1
16294,0.0025165146272412,9,0,5,5,5,5,5
1785,0.0025165146272412,7,0,2,2,2,2,2
2019,0.0025165146272412,8,0,3,3,3,3,3
789,0.0025165146272412,7,0,1,1,2,2,1
1647,0.0025165146272412,8,0,1,1,1,1,1
45149,0.0025165146272412,8,0,1,1,1,1,1
9730,0.0025165146272412,12,0,3,3,3,3,3
7214,0.0025165146272412,12,0,5,5,5,5,5
6399,0.0025165146272412,7,0,2,2,2,2,2
14620,0.0025165146272412,7,0,4,4,4,4,4
9563,0.0025165146272412,10,0,0,0,0,0,0
2740,0.0025165146272412,6,0,3,3,3,2,3
9963,0.0025165146272412,7,0,3,3,3,3,3
20280,0.0025165146272412,8,0,5,4,5,5,5
22709,0.0025165146272412,9,0,1,1,1,1,1
20167,0.0025165146272412,7,0,1,2,2,2,2
22741,0.0025165146272412,6,0,3,3,3,3,3
7142,0.0025165146272412,10,0,1,1,1,1,1
13611,0.0025165146272412,6,0,1,0,1,1,1
6560,0.0025165146272412,12,0,2,2,2,2,2
36391,0.0025165146272412,10,0,5,5,5,5,5
21042,0.0025165146272412,9,0,2,2,2,2,2
2426,0.0025165146272412,10,0,1,2,2,2,1
33873,0.0025165146272412,9,0,1,1,2,1,1
15062,0.0025165146272412,5,0,4,4,4,4,4
966,0.0025165146272412,5,0,3,3,3,3,3
3763,0.0025165146272412,6,0,2,2,2,2,2
24611,0.0025165146272412,5,0,5,5,5,5,5
19811,0.0025165146272412,2,0,4,4,4,5,4
872,0.0025165146272412,6,0,3,3,3,3,3
36408,0.0025165146272412,5,0,2,2,2,2,2
3785,0.0025165146272412,9,0,2,1,1,1,2
13519,0.0025165146272412,11,0,5,5,5,5,5
3481,0.0025165146272412,8,0,2,2,3,3,2
12179,0.0025165146272412,4,0,2,2,2,2,2
5801,0.0025165146272412,8,0,1,0,0,1,0
36369,0.0025165146272412,8,0,5,4,4,5,5
11826,0.0025165146272412,10,0,3,3,3,3,3
54633,0.0025165146272412,8,0,3,3,3,3,3
22789,0.0025165146272412,3,0,3,2,3,2,3
2761,0.0025165146272412,5,0,0,0,0,0,0
20666,0.0025165146272412,5,0,4,4,4,4,4
2543,0.0025165146272412,9,0,5,5,5,4,5
11801,0.0025165146272412,5,0,4,3,4,3,4
35319,0.0025165146272412,5,0,3,3,3,3,3
36573,0.0025165146272412,7,0,3,3,3,3,3
13074,0.0025165146272412,0,0,0,0,0,0,0
4027,0.0025165146272412,5,0,3,3,3,3,3
2966,0.0025165146272412,5,0,2,2,2,2,2
10575,0.0025165146272412,9,0,1,1,1,1,1
11185,0.0025165146272412,10,0,5,5,5,5,5
10275,0.0025165146272412,8,0,2,2,2,2,2
1726,0.0025165146272412,4,0,5,5,5,5,5
3394,0.0025165146272412,9,0,4,4,4,4,4
22717,0.0025165146272412,11,0,5,5,4,4,5
46753,0.0025165146272412,6,0,3,3,3,3,3
9346,0.0025165146272412,8,0,1,1,1,1,1
13429,0.0025165146272412,6,0,3,3,3,3,3
386,0.0025165146272412,6,0,4,4,4,4,4
22012,0.0025165146272412,10,0,8,8,8,8,8
31446,0.0025165146272412,9,0,3,3,3,3,3
11656,0.0025165146272412,5,0,2,2,1,2,2
8707,0.0025165146272412,4,0,1,1,1,1,1
2806,0.0025165146272412,5,0,2,3,3,3,2
8848,0.0025165146272412,11,0,2,2,2,2,2
2628,0.0025165146272412,6,0,1,1,1,1,1
31754,0.0025165146272412,8,0,2,1,1,2,2
12870,0.0025165146272412,5,0,2,3,3,4,2
31078,0.0025165146272412,9,0,1,1,1,1,1
2319,0.0025165146272412,7,0,6,6,6,6,6
2724,0.0025165146272412,7,0,2,2,2,2,2
37143,0.0025165146272412,4,0,1,1,1,1,1
1603,0.0025165146272412,6,0,4,4,4,4,4
55450,0.0025165146272412,10,0,1,1,1,1,1
28693,0.0025165146272412,5,0,2,2,2,2,2
27252,0.0025165146272412,3,0,1,1,1,1,1
6506,0.0025165146272412,1,0,4,3,3,3,3
35864,0.0025165146272412,10,0,1,1,1,1,1
21529,0.0025165146272412,4,0,1,1,1,1,1
3826,0.0025165146272412,5,0,5,5,5,5,5
3827,0.0025165146272412,7,0,2,1,2,2,2
3981,0.0025165146272412,5,0,5,5,5,5,5
22877,0.0025165146272412,4,0,1,1,1,1,1
22366,0.0025165146272412,12,0,2,2,2,2,2
3661,0.0025165146272412,6,0,2,2,2,3,2
15141,0.0025165146272412,6,0,3,3,3,3,3
50471,0.0025165146272412,14,0,4,4,4,4,4
3488,0.0025165146272412,10,0,0,0,0,0,0
2980,0.0025165146272412,10,0,6,6,6,5,6
1578,0.0025165146272412,8,0,5,5,5,5,5
22363,0.0025165146272412,10,0,2,2,2,2,2
11493,0.0025165146272412,8,0,0,1,0,0,0
1954,0.0025165146272412,10,0,4,4,4,4,4
19832,0.0025165146272412,5,0,3,3,3,3,3
9503,0.0025165146272412,9,0,2,1,2,1,2
34961,0.0025165146272412,7,0,6,6,6,6,6
13782,0.0025165146272412,9,0,3,3,3,3,3
11002,0.0025165146272412,7,0,3,3,3,3,3
3757,0.0023592324630386,8,0,6,6,6,6,6
46382,0.0023592324630386,8,0,3,3,3,3,3
37769,0.0023592324630386,10,0,5,5,5,4,5
67828,0.0023592324630386,5,0,5,5,5,5,5
1791,0.0023592324630386,6,0,3,3,3,3,3
21913,0.0023592324630386,6,0,4,5,4,5,4
1519,0.0023592324630386,12,0,2,2,2,2,2
29137,0.0023592324630386,5,0,4,4,4,4,4
32336,0.0023592324630386,10,0,3,4,4,4,3
21128,0.0023592324630386,7,0,6,6,6,6,6
873,0.0023592324630386,13,0,2,2,2,2,2
49793,0.0023592324630386,6,0,5,4,5,5,4
10460,0.0023592324630386,6,0,1,1,1,1,1
47104,0.0023592324630386,11,0,1,1,1,1,1
4167,0.0023592324630386,10,0,1,1,1,1,1
56398,0.0023592324630386,9,0,4,4,4,4,4
31958,0.0023592324630386,12,0,2,2,2,2,2
11027,0.0023592324630386,6,0,4,4,4,4,4
37166,0.0023592324630386,6,0,6,6,6,6,6
9268,0.0023592324630386,5,0,5,5,5,4,5
17389,0.0023592324630386,9,0,1,1,1,1,1
2999,0.0023592324630386,6,0,2,2,2,2,2
12854,0.0023592324630386,0,0,4,4,4,4,4
7523,0.0023592324630386,6,0,2,2,2,2,2
103,0.0023592324630386,11,0,1,1,1,1,1
63405,0.0023592324630386,6,0,3,3,3,3,3
13924,0.0023592324630386,9,0,2,3,2,2,3
1091,0.0023592324630386,11,0,6,5,5,6,5
8840,0.0023592324630386,8,0,6,6,6,6,6
1903,0.0023592324630386,8,0,5,5,5,5,5
3056,0.0023592324630386,9,0,2,2,2,2,2
18903,0.0023592324630386,10,0,5,5,5,5,5
11936,0.0023592324630386,10,0,2,2,2,2,2
1084,0.0023592324630386,6,0,1,1,1,1,1
11794,0.0023592324630386,7,0,3,3,3,3,3
52075,0.0023592324630386,11,0,4,4,4,4,4
11273,0.0023592324630386,11,0,1,1,1,1,1
19006,0.0023592324630386,9,0,2,2,2,2,2
16638,0.0023592324630386,9,0,1,1,1,1,1
13769,0.0023592324630386,4,0,1,1,1,1,1
37245,0.0023592324630386,5,0,5,4,5,4,5
3072,0.0023592324630386,5,0,1,1,1,1,1
22231,0.0023592324630386,9,0,1,1,1,1,1
1310,0.0023592324630386,6,0,3,3,3,3,3
5816,0.0023592324630386,11,0,1,1,1,1,1
14298,0.0023592324630386,7,0,4,4,4,4,4
56057,0.0023592324630386,3,0,4,4,4,4,4
3161,0.0023592324630386,14,0,2,2,2,2,2
16302,0.0023592324630386,9,0,1,1,1,1,1
13662,0.0023592324630386,7,0,2,2,2,2,2
14541,0.0023592324630386,1,0,3,3,3,3,3
19936,0.0023592324630386,10,0,1,1,1,1,1
22964,0.0023592324630386,11,0,3,3,3,4,3
24595,0.0023592324630386,5,0,1,1,1,1,1
30333,0.0023592324630386,7,0,3,3,3,3,3
48575,0.0023592324630386,6,0,2,2,2,2,2
7953,0.0023592324630386,13,0,3,3,3,3,3
1691,0.0023592324630386,11,0,3,3,3,3,3
3206,0.0023592324630386,6,0,2,2,2,2,2
14886,0.0023592324630386,4,0,1,1,1,1,1
3202,0.0023592324630386,9,0,4,4,4,4,4
29560,0.0023592324630386,6,0,3,3,3,3,3
36831,0.0023592324630386,8,0,1,1,1,1,1
8551,0.0023592324630386,5,0,2,2,3,3,3
17565,0.0023592324630386,9,0,2,2,2,2,2
20436,0.0023592324630386,8,0,3,3,3,3,3
5836,0.0023592324630386,12,0,3,3,3,3,3
59787,0.0023592324630386,4,0,2,2,2,2,2
11226,0.0023592324630386,4,0,3,3,3,3,3
27262,0.0023592324630386,6,0,1,1,1,1,1
46248,0.0023592324630386,10,0,2,3,2,2,3
26039,0.0023592324630386,13,0,1,1,1,1,1
11173,0.0023592324630386,13,0,3,3,3,3,3
1039,0.0023592324630386,9,0,4,4,4,4,4
2446,0.0023592324630386,9,0,2,2,2,2,2
11758,0.0023592324630386,12,0,2,2,2,2,2
19963,0.0023592324630386,4,0,3,2,2,3,3
1621,0.0023592324630386,11,0,1,1,1,1,1
11162,0.0023592324630386,8,0,1,1,1,1,1
11915,0.0023592324630386,5,0,5,5,5,5,5
12212,0.0023592324630386,6,0,0,0,0,0,0
28695,0.0023592324630386,12,0,2,2,2,2,2
19814,0.0023592324630386,10,0,3,3,3,3,3
10779,0.0023592324630386,4,0,3,3,3,3,3
28688,0.0023592324630386,8,0,3,3,3,3,2
35936,0.0023592324630386,9,0,4,4,4,4,4
3084,0.0023592324630386,11,0,2,2,2,2,2
19925,0.0023592324630386,8,0,1,1,2,1,1
15195,0.0023592324630386,6,0,3,3,3,3,2
43687,0.0023592324630386,7,0,1,1,2,2,1
10617,0.0023592324630386,9,0,2,1,1,2,2
23793,0.0023592324630386,3,0,0,2,1,1,1
7175,0.0023592324630386,9,0,6,6,6,6,6
1573,0.0023592324630386,6,0,1,1,1,1,1
21455,0.0023592324630386,12,0,3,3,3,3,3
9377,0.0023592324630386,6,0,4,4,4,4,4
30601,0.0023592324630386,6,0,5,5,5,5,5
23714,0.0023592324630386,5,0,2,3,2,3,3
31812,0.0023592324630386,9,0,3,2,2,3,3
14537,0.0023592324630386,5,0,2,2,2,2,2
3758,0.0023592324630386,5,0,1,1,1,1,1
27040,0.0023592324630386,5,0,4,4,3,4,4
46304,0.0023592324630386,9,0,6,6,6,6,6
2477,0.0023592324630386,7,0,2,2,2,2,2
35963,0.0023592324630386,7,0,2,2,2,2,2
36226,0.0023592324630386,9,0,3,3,3,3,3
14130,0.0023592324630386,6,0,2,2,2,2,2
10451,0.0023592324630386,5,0,5,5,5,5,5
23049,0.0023592324630386,4,0,1,1,1,1,1
9320,0.0023592324630386,6,0,4,4,4,4,4
8509,0.0023592324630386,10,0,2,3,3,3,2
9979,0.0023592324630386,8,0,1,1,1,2,1
7187,0.0023592324630386,9,0,2,2,2,2,2
12624,0.0023592324630386,6,0,2,1,1,2,2
21566,0.0023592324630386,8,0,1,1,1,1,1
3863,0.0023592324630386,8,0,3,3,3,3,3
2395,0.0023592324630386,10,0,1,1,1,1,1
16591,0.0023592324630386,3,0,3,3,3,3,3
10619,0.0023592324630386,9,0,4,4,4,4,4
12721,0.0023592324630386,5,0,2,2,2,2,2
8703,0.0023592324630386,12,0,2,2,2,2,2
19703,0.0023592324630386,9,0,3,3,3,3,3
2696,0.0023592324630386,7,0,2,2,3,2,2
3563,0.0023592324630386,10,0,5,5,5,5,5
26789,0.0023592324630386,9,0,4,4,4,3,4
2021,0.0023592324630386,3,0,2,2,2,2,2
26038,0.0023592324630386,14,0,4,4,4,4,4
29335,0.0023592324630386,7,0,5,5,5,5,5
3010,0.0023592324630386,9,0,1,1,1,1,1
21676,0.0023592324630386,11,0,3,3,3,3,3
14530,0.0023592324630386,8,0,0,0,0,0,0
58407,0.0023592324630386,10,0,4,4,4,4,4
8681,0.0023592324630386,10,0,3,3,3,3,3
19218,0.0023592324630386,9,0,3,3,3,3,3
27394,0.0023592324630386,9,0,3,3,3,4,3
14073,0.0023592324630386,8,0,3,3,3,3,3
20676,0.0023592324630386,10,0,2,2,2,2,2
7200,0.0023592324630386,13,0,4,4,4,4,4
17407,0.0023592324630386,7,0,1,1,1,1,1
15650,0.0023592324630386,4,0,2,2,2,2,2
10874,0.0023592324630386,6,0,3,3,3,3,3
8523,0.0023592324630386,10,0,3,3,3,3,3
2020,0.0023592324630386,7,0,2,2,2,2,2
10578,0.0023592324630386,9,0,6,6,6,7,6
26915,0.0023592324630386,6,0,1,1,1,1,1
35392,0.0023592324630386,9,0,0,0,0,0,0
8426,0.0023592324630386,8,0,3,3,3,3,3
3859,0.0023592324630386,9,0,1,1,1,1,1
280,0.0023592324630386,6,0,0,0,0,0,0
36647,0.0023592324630386,11,0,3,4,3,3,4
21004,0.0023592324630386,7,0,3,3,3,3,3
13644,0.0023592324630386,10,0,3,3,3,3,3
10210,0.0023592324630386,11,0,2,2,2,1,2
26325,0.0023592324630386,3,0,2,2,2,2,2
10539,0.0023592324630386,5,0,1,1,1,1,1
9493,0.0023592324630386,5,0,2,2,2,2,2
20160,0.0023592324630386,12,0,7,7,6,7,6
23090,0.0023592324630386,12,0,2,3,2,2,2
17984,0.0023592324630386,5,0,2,2,2,1,2
46627,0.0023592324630386,5,0,1,1,1,0,1
24316,0.0023592324630386,5,0,4,4,4,4,4
7135,0.0023592324630386,9,0,2,2,2,2,2
26165,0.0023592324630386,13,0,2,2,2,2,2
1748,0.0023592324630386,10,0,3,3,3,2,3
20190,0.0023592324630386,8,0,3,4,4,4,3
23023,0.0023592324630386,12,0,1,1,1,1,1
23096,0.0023592324630386,4,0,2,2,2,2,2
71336,0.0023592324630386,10,0,3,2,3,3,3
22111,0.0022019502988361,5,0,2,2,2,2,2
3951,0.0022019502988361,10,0,3,3,3,3,3
16136,0.0022019502988361,9,0,2,2,2,2,2
23672,0.0022019502988361,11,0,2,2,2,2,2
2606,0.0022019502988361,15,0,3,3,3,3,3
9689,0.0022019502988361,12,0,0,0,0,0,0
1063,0.0022019502988361,3,0,4,4,4,4,4
36954,0.0022019502988361,10,0,5,5,5,5,5
9671,0.0022019502988361,3,0,4,4,4,4,4
13377,0.0022019502988361,10,0,3,2,3,3,3
30877,0.0022019502988361,10,0,2,3,2,3,2
64226,0.0022019502988361,8,0,2,2,2,2,2
16647,0.0022019502988361,9,0,2,2,2,2,2
15722,0.0022019502988361,7,0,2,2,2,2,2
15826,0.0022019502988361,5,0,3,3,3,3,3
31994,0.0022019502988361,1,0,2,2,2,2,2
3999,0.0022019502988361,7,0,1,1,1,1,1
48289,0.0022019502988361,7,0,1,1,1,1,1
27877,0.0022019502988361,10,0,0,0,0,0,0
30896,0.0022019502988361,6,0,1,1,1,2,1
27232,0.0022019502988361,6,0,3,3,3,3,3
6251,0.0022019502988361,6,0,3,3,3,3,3
3319,0.0022019502988361,4,0,4,4,4,3,4
3150,0.0022019502988361,7,0,4,4,4,4,4
4142,0.0022019502988361,9,0,3,3,3,3,3
6471,0.0022019502988361,7,0,5,5,5,5,5
23761,0.0022019502988361,9,0,4,4,4,4,4
9266,0.0022019502988361,7,0,4,4,4,3,4
30385,0.0022019502988361,4,0,3,3,3,3,3
9674,0.0022019502988361,7,0,2,2,2,2,2
9858,0.0022019502988361,10,0,6,6,6,6,6
1261,0.0022019502988361,9,0,6,6,6,6,6
46735,0.0022019502988361,7,0,4,3,3,3,4
19375,0.0022019502988361,12,0,4,4,3,3,4
12643,0.0022019502988361,9,0,1,2,1,2,1
46617,0.0022019502988361,7,0,5,5,5,4,4
3641,0.0022019502988361,9,0,6,6,6,6,6
16726,0.0022019502988361,5,0,4,4,4,4,4
38038,0.0022019502988361,2,0,0,0,0,0,0
34958,0.0022019502988361,7,0,3,3,3,3,3
73015,0.0022019502988361,8,0,3,3,3,3,3
29755,0.0022019502988361,10,0,3,3,3,3,3
23731,0.0022019502988361,5,0,2,2,2,2,2
21188,0.0022019502988361,6,0,4,4,4,4,4
12188,0.0022019502988361,6,0,3,3,3,3,3
20268,0.0022019502988361,9,0,5,5,5,5,5
22981,0.0022019502988361,6,0,2,2,2,2,2
27289,0.0022019502988361,9,0,2,2,2,2,2
22728,0.0022019502988361,9,0,3,3,2,3,2
22442,0.0022019502988361,12,0,3,3,3,3,3
33047,0.0022019502988361,13,0,4,3,3,4,4
28728,0.0022019502988361,7,0,3,2,2,3,3
12442,0.0022019502988361,16,0,1,1,1,1,1
25280,0.0022019502988361,18,0,5,5,5,5,5
15911,0.0022019502988361,6,0,1,1,1,1,1
22967,0.0022019502988361,6,0,1,1,1,1,1
35500,0.0022019502988361,5,0,1,1,1,1,1
37687,0.0022019502988361,4,0,3,3,3,3,3
30734,0.0022019502988361,6,0,3,3,3,3,3
2983,0.0022019502988361,10,0,2,2,2,2,2
23131,0.0022019502988361,2,0,6,6,6,6,6
42981,0.0022019502988361,6,0,1,1,1,1,1
5824,0.0022019502988361,6,0,1,1,1,1,1
27908,0.0022019502988361,5,0,2,2,2,2,2
2227,0.0022019502988361,3,0,2,2,2,2,2
20686,0.0022019502988361,5,0,3,3,3,3,3
2611,0.0022019502988361,6,0,3,3,3,3,3
27853,0.0022019502988361,5,0,4,4,4,4,4
35653,0.0022019502988361,7,0,3,3,3,3,3
20988,0.0022019502988361,13,0,3,3,3,3,3
1396,0.0022019502988361,7,0,4,4,4,4,4
75742,0.0022019502988361,6,0,3,3,3,3,3
44521,0.0022019502988361,6,0,5,5,5,5,5
20306,0.0022019502988361,7,0,0,0,0,0,0
54875,0.0022019502988361,6,0,4,4,4,4,4
28699,0.0022019502988361,7,0,2,1,1,2,2
6271,0.0022019502988361,6,0,1,1,1,1,1
36742,0.0022019502988361,5,0,3,3,3,3,3
10273,0.0022019502988361,5,0,4,4,4,4,4
12368,0.0022019502988361,8,0,3,3,3,3,3
7580,0.0022019502988361,8,0,1,1,1,1,1
11040,0.0022019502988361,9,0,5,5,5,5,5
83,0.0022019502988361,13,0,2,2,2,2,2
91338,0.0022019502988361,9,0,5,4,4,4,4
13758,0.0022019502988361,10,0,2,2,2,2,2
3637,0.0022019502988361,5,0,5,5,5,5,5
5640,0.0022019502988361,13,0,4,4,4,3,4
9534,0.0022019502988361,8,0,2,2,2,2,2
18318,0.0022019502988361,5,0,5,5,5,5,5
19376,0.0022019502988361,4,0,3,3,3,3,3
15653,0.0022019502988361,5,0,3,3,3,3,3
12927,0.0022019502988361,6,0,4,4,4,4,4
2972,0.0022019502988361,13,0,6,6,5,6,6
11167,0.0022019502988361,8,0,2,2,2,2,2
12934,0.0022019502988361,5,0,4,4,4,4,4
22040,0.0022019502988361,7,0,2,2,2,2,2
12848,0.0022019502988361,6,0,3,3,3,3,3
10274,0.0022019502988361,10,0,3,4,4,3,3
22367,0.0022019502988361,7,0,3,3,3,3,3
1792,0.0022019502988361,7,0,2,2,2,2,2
5809,0.0022019502988361,11,0,5,5,5,5,5
18369,0.0022019502988361,8,0,2,2,2,2,2
1790,0.0022019502988361,7,0,1,1,1,1,1
1777,0.0022019502988361,14,0,3,3,3,3,3
18286,0.0022019502988361,5,0,6,6,6,6,6
9418,0.0022019502988361,9,0,1,1,1,1,1
2769,0.0022019502988361,5,0,2,2,2,2,2
1753,0.0022019502988361,7,0,5,5,5,5,5
8568,0.0022019502988361,10,0,4,4,4,4,4
1747,0.0022019502988361,6,0,2,2,2,2,2
36166,0.0022019502988361,9,0,5,4,4,5,5
1751,0.0022019502988361,8,0,1,1,1,1,1
4017,0.0022019502988361,5,0,1,1,1,1,2
14365,0.0022019502988361,9,0,4,4,4,3,4
14682,0.0022019502988361,8,0,3,3,3,2,3
76890,0.0022019502988361,6,0,3,3,3,3,3
20171,0.0022019502988361,9,0,2,2,2,2,2
3208,0.0022019502988361,10,0,1,1,1,1,1
3000,0.0022019502988361,12,0,3,3,3,3,3
2976,0.0022019502988361,6,0,1,1,1,1,1
21888,0.0022019502988361,11,0,3,2,2,2,3
15794,0.0022019502988361,14,0,5,5,5,4,4
18146,0.0022019502988361,7,0,1,1,1,1,1
92589,0.0022019502988361,8,0,4,4,4,4,4
30743,0.0022019502988361,12,0,3,3,3,3,3
15068,0.0022019502988361,7,0,4,4,4,4,4
20476,0.0022019502988361,10,0,7,7,7,7,7
11048,0.0022019502988361,4,0,3,3,3,3,3
19641,0.0022019502988361,11,0,0,0,0,0,0
10940,0.0022019502988361,12,0,0,0,0,0,0
9510,0.0022019502988361,12,0,1,1,1,1,1
2874,0.0022019502988361,10,0,3,3,3,3,3
20043,0.0022019502988361,8,0,1,1,1,1,1
2159,0.0022019502988361,6,0,2,2,2,2,2
27274,0.0022019502988361,11,0,3,3,3,2,3
11208,0.0022019502988361,4,0,2,2,2,2,2
20947,0.0022019502988361,14,0,0,0,0,0,0
15472,0.0022019502988361,5,0,4,4,4,4,4
19991,0.0022019502988361,7,0,2,2,2,2,2
14637,0.0022019502988361,13,0,3,3,3,3,3
18762,0.0022019502988361,6,0,4,4,4,4,4
9919,0.0022019502988361,5,0,2,2,2,2,2
7211,0.0022019502988361,5,0,3,3,3,3,3
1925,0.0022019502988361,6,0,2,3,2,2,2
25848,0.0022019502988361,4,0,1,2,2,2,2
24263,0.0022019502988361,5,0,2,2,2,2,2
6111,0.0022019502988361,15,0,4,4,4,4,4
46612,0.0022019502988361,13,0,1,1,1,1,1
14467,0.0022019502988361,12,0,2,2,2,2,1
4713,0.0022019502988361,10,0,4,3,3,3,4
33863,0.0022019502988361,8,0,2,2,2,2,2
3492,0.0022019502988361,6,0,4,5,5,4,4
17840,0.0022019502988361,7,0,2,3,3,3,2
22554,0.0022019502988361,7,0,1,1,1,1,1
37246,0.0022019502988361,8,0,1,1,1,1,1
46728,0.0022019502988361,9,0,3,3,3,3,3
30916,0.0022019502988361,8,0,3,3,3,3,3
24354,0.0022019502988361,5,0,2,1,2,2,2
22725,0.0022019502988361,3,0,5,4,4,5,5
9488,0.0022019502988361,11,0,3,3,3,3,3
36646,0.0022019502988361,11,0,2,2,2,2,2
9967,0.0022019502988361,8,0,4,4,4,5,4
10479,0.0022019502988361,4,0,2,2,2,2,2
1121,0.0022019502988361,7,0,2,2,2,3,2
3259,0.0022019502988361,11,0,1,1,1,1,1
35652,0.0022019502988361,7,0,3,3,3,3,3
5802,0.0022019502988361,4,0,5,5,5,5,5
1684,0.0022019502988361,11,0,0,1,1,1,1
11338,0.0022019502988361,5,0,3,3,3,3,3
36381,0.0022019502988361,5,0,4,3,4,3,3
13173,0.0022019502988361,7,0,0,0,0,0,0
12613,0.0022019502988361,7,0,2,2,2,2,2
1610,0.0022019502988361,4,0,4,4,4,3,4
17824,0.0022019502988361,3,0,4,3,3,4,4
9942,0.0020446681346335,8,0,4,4,4,4,4
11200,0.0020446681346335,7,0,1,2,2,2,2
9821,0.0020446681346335,4,0,1,1,1,1,1
771,0.0020446681346335,10,0,1,1,1,1,1
970,0.0020446681346335,13,0,3,3,3,3,3
3629,0.0020446681346335,4,0,2,2,2,2,2
11219,0.0020446681346335,10,0,3,4,4,5,3
27713,0.0020446681346335,9,0,1,2,1,1,2
8934,0.0020446681346335,7,0,4,3,3,4,4
24917,0.0020446681346335,7,0,1,2,2,2,1
8416,0.0020446681346335,9,0,3,3,3,3,3
20026,0.0020446681346335,4,0,4,6,5,5,4
1189,0.0020446681346335,6,0,0,1,1,0,1
9646,0.0020446681346335,8,0,3,3,3,3,3
36849,0.0020446681346335,8,0,4,4,4,4,4
15067,0.0020446681346335,2,0,1,1,1,1,1
8833,0.0020446681346335,5,0,5,5,5,5,5
3200,0.0020446681346335,7,0,1,1,1,1,1
10250,0.0020446681346335,5,0,4,4,4,4,4
55627,0.0020446681346335,6,0,2,2,2,2,2
2234,0.0020446681346335,7,0,5,5,5,5,5
20191,0.0020446681346335,10,0,0,0,0,1,0
3330,0.0020446681346335,2,0,2,2,2,2,2
49849,0.0020446681346335,5,0,4,4,4,4,4
26308,0.0020446681346335,7,0,4,4,4,4,4
36488,0.0020446681346335,10,0,3,3,3,3,3
47023,0.0020446681346335,5,0,1,1,1,2,2
27651,0.0020446681346335,9,0,3,3,3,3,2
18274,0.0020446681346335,5,0,3,3,3,3,3
36305,0.0020446681346335,10,0,5,5,4,5,4
10025,0.0020446681346335,5,0,6,6,6,6,6
10014,0.0020446681346335,9,0,1,0,0,1,1
28079,0.0020446681346335,8,0,3,3,3,3,3
9980,0.0020446681346335,5,0,1,2,2,1,1
13777,0.0020446681346335,7,0,2,3,3,3,2
15538,0.0020446681346335,7,0,3,3,3,3,3
28681,0.0020446681346335,6,0,4,4,4,4,4
29969,0.0020446681346335,9,0,3,3,3,3,3
46925,0.0020446681346335,8,0,1,1,1,1,1
1038,0.0020446681346335,7,0,1,1,1,1,1
26881,0.0020446681346335,8,0,1,1,1,1,1
17,0.0020446681346335,14,0,5,5,5,5,5
2100,0.0020446681346335,4,0,3,3,3,3,3
5991,0.0020446681346335,8,0,4,4,4,4,4
27042,0.0020446681346335,7,0,2,2,2,2,2
